Row ID,Order ID,Order Month in word,Order Date,Ship Date,Avg Shipping time,Order year,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
506,AR-2017-831256,Jun,6/12/2017,6/13/2017,1,2017,First Class,SM-61686,Sean Martin,Home Office,United States,Greenville,Missouri,11231,Central,TEC-PH-95674426,Technology,Phones,Apple iPhone 8,40
507,NE-2017-564308,Feb,2/26/2017,3/2/2017,4,2017,Standard Class,KS-36009,Karen Smith,Corporate,United States,Springfield,Virginia,96345,East,TEC-PH-22687621,Technology,Phones,Apple iPhone 8,45
508,DE-2016-326539,Aug,8/10/2016,8/16/2016,6,2016,Standard Class,DM-92478,Daniel Moore,Corporate,United States,Riverside,West Virginia,61803,East,OFF-PA-42280876,Office Supplies,Paper,Recycled Printer Paper,19
509,TE-2016-555377,May,5/22/2016,5/28/2016,6,2016,Standard Class,JG-24696,John Garcia,Consumer,United States,Erie,Pennsylvania,63023,East,OFF-ST-67225081,Office Supplies,Storage,Desktop File Organizer,66
510,NE-2016-190730,Sep,9/14/2016,9/17/2016,3,2016,Second Class,SG-62132,Sean Garcia,Consumer,United States,Riverside,West Virginia,29032,East,FUR-TA-36972773,Furniture,Tables,Conference Room Table,6
511,OK-2019-692960,Apr,4/20/2019,4/25/2019,5,2019,Standard Class,SD-67740,Sean Davis,Home Office,United States,Greenville,Alabama,78848,South,FUR-BO-36392538,Furniture,Bookcases,Ikea Billy Bookcase,30
512,SO-2018-220579,Aug,8/18/2018,8/23/2018,5,2018,Standard Class,DM-40630,David Martin,Consumer,United States,Fairview,District of Columbia,76353,East,TEC-AC-68961777,Technology,Accessories,USB-C Hub,52
513,IL-2019-560055,Jan,1/15/2019,1/20/2019,5,2019,Standard Class,JM-72393,John Moore,Corporate,United States,Riverside,Idaho,18564,West,TEC-CO-93368727,Technology,Copiers,Brother Laser Copier,36
514,IL-2019-148943,Aug,8/28/2019,8/31/2019,3,2019,Standard Class,MA-24176,Michael Anderson,Consumer,United States,Springfield,Michigan,63548,Central,TEC-AC-26171786,Technology,Accessories,Noise Cancelling Headphones,89
515,RH-2019-369560,Jul,7/11/2019,7/15/2019,4,2019,Standard Class,KL-99336,Karen Lee,Consumer,United States,Riverside,Oklahoma,69236,South,OFF-BI-15173542,Office Supplies,Binders,Avery Durable Ring Binders,68
516,WI-2015-308872,Jul,7/6/2015,7/11/2015,5,2015,Standard Class,CM-35311,Claire Moore,Corporate,United States,Orlando,Florida,85200,South,FUR-BO-30795578,Furniture,Bookcases,Ikea Billy Bookcase,17
517,VE-2019-658027,Feb,2/19/2019,2/25/2019,6,2019,Standard Class,CA-71022,Claire Anderson,Corporate,United States,Springfield,Illinois,20360,Central,FUR-TA-11385154,Furniture,Tables,Conference Room Table,140
518,NE-2015-808107,Dec,12/26/2015,12/31/2015,5,2015,Standard Class,WG-20022,William Gute,Corporate,United States,Greenville,Oklahoma,73643,South,TEC-AC-57430477,Technology,Accessories,USB-C Hub,23
519,NE-2017-151572,Aug,8/2/2017,8/5/2017,3,2017,Second Class,JS-73273,John Smith,Home Office,United States,Fairview,Hawaii,28836,West,OFF-ST-68820045,Office Supplies,Storage,Desktop File Organizer,72
520,NE-2017-865254,Dec,12/14/2017,12/17/2017,3,2017,Standard Class,ST-88716,Sean Taylor,Consumer,United States,Springfield,New Hampshire,23750,East,TEC-CO-23259912,Technology,Copiers,HP OfficeJet Pro,58
521,PE-2016-874690,Apr,4/27/2016,4/29/2016,2,2016,Second Class,SM-94529,Sarah Martin,Consumer,United States,Springfield,New Hampshire,57646,East,OFF-BI-37754387,Office Supplies,Binders,Avery Durable Ring Binders,24
522,VI-2015-408041,Sep,9/23/2015,9/28/2015,5,2015,Standard Class,CB-78405,Claire Brown,Consumer,United States,Springfield,New Jersey,21502,East,OFF-PA-57356992,Office Supplies,Paper,Premium Photo Paper,26
523,NE-2015-693103,Apr,4/28/2015,5/4/2015,6,2015,Standard Class,ET-79686,Emily Thomas,Corporate,United States,Fairview,Nebraska,72946,Central,TEC-AC-60457522,Technology,Accessories,Logitech Wireless Mouse,52
524,UT-2019-462351,Jun,6/16/2019,6/20/2019,4,2019,Standard Class,LB-41308,Linda Brown,Consumer,United States,Fairview,Mississippi,23834,South,FUR-TA-60826002,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,45
525,MA-2016-238771,Oct,10/20/2016,10/23/2016,3,2016,Standard Class,CL-35247,Claire Lee,Corporate,United States,Riverside,New Jersey,54060,East,TEC-CO-62097731,Technology,Copiers,HP OfficeJet Pro,31
526,MA-2016-575795,Mar,3/10/2016,3/14/2016,4,2016,Standard Class,KD-87090,Karen Davis,Consumer,United States,Springfield,Idaho,72209,West,OFF-ST-25839970,Office Supplies,Storage,Fellowes Bankers Box,29
527,MI-2019-177723,May,5/28/2019,5/29/2019,1,2019,First Class,DT-10469,David Thomas,Home Office,United States,Greenville,Louisiana,58620,South,FUR-BO-28862842,Furniture,Bookcases,Bush Somerset Collection Bookcase,25
528,TE-2015-890624,Sep,9/11/2015,9/14/2015,3,2015,Standard Class,KT-32010,Karen Thomas,Home Office,United States,Springfield,Kentucky,37860,South,FUR-BO-50702594,Furniture,Bookcases,Bush Somerset Collection Bookcase,19
529,KA-2019-931859,Sep,9/23/2019,9/28/2019,5,2019,Standard Class,JT-81507,John Thomas,Home Office,United States,Augusta,Georgia,99944,South,TEC-AC-50206980,Technology,Accessories,Noise Cancelling Headphones,32
530,NE-2019-839451,May,5/13/2019,5/16/2019,3,2019,Second Class,LD-45995,Laura Davis,Consumer,United States,Albany,New York,93988,East,OFF-ST-87006177,Office Supplies,Storage,Desktop File Organizer,17
531,SO-2017-606274,Nov,11/17/2017,11/23/2017,6,2017,Standard Class,JA-47758,John Anderson,Home Office,United States,Greenville,Nebraska,61733,Central,TEC-PH-68556232,Technology,Phones,Android Smartphone,41
532,CO-2015-601838,Feb,2/21/2015,2/27/2015,6,2015,Standard Class,JS-53063,John Smith,Consumer,United States,Riverside,Nebraska,76054,Central,TEC-AC-35250632,Technology,Accessories,Logitech Wireless Mouse,69
533,MI-2015-986145,Aug,8/16/2015,8/19/2015,3,2015,Standard Class,SM-89978,Susan Martinez,Consumer,United States,Riverside,Oklahoma,67484,South,OFF-BI-45909334,Office Supplies,Binders,Basic 3 Ring Binder,36
534,VE-2016-323111,Sep,9/28/2016,10/1/2016,3,2016,Standard Class,DG-97974,David Garcia,Consumer,United States,Springfield,Arkansas,89177,South,TEC-AC-46789843,Technology,Accessories,Logitech Wireless Mouse,173
535,NO-2017-168353,Apr,4/13/2017,4/17/2017,4,2017,Standard Class,LG-78714,Linda Garcia,Consumer,United States,Miami,Florida,48335,South,TEC-CO-26795511,Technology,Copiers,Brother Laser Copier,14
536,MO-2015-605746,Mar,3/20/2015,3/22/2015,2,2015,Second Class,EJ-43622,Emily Jackson,Corporate,United States,Fairview,Rhode Island,99643,East,FUR-CH-74455126,Furniture,Chairs,Global Deluxe Stacking Chair,53
537,SO-2017-395906,May,5/11/2017,5/12/2017,1,2017,First Class,MS-85836,Michael Smith,Consumer,United States,Springfield,Nevada,52821,West,TEC-PH-71113154,Technology,Phones,Android Smartphone,53
538,VE-2015-390104,Sep,9/13/2015,9/19/2015,6,2015,Standard Class,MM-17780,Michael Moore,Consumer,United States,Colorado Springs,Colorado,18793,West,FUR-TA-10821762,Furniture,Tables,Adjustable Height Table,65
539,VE-2017-106376,Jun,6/14/2017,6/16/2017,2,2017,Second Class,RD-49493,Robert Davis,Corporate,United States,Springfield,Mississippi,47986,South,FUR-TA-51996742,Furniture,Tables,Adjustable Height Table,61
540,MI-2015-636614,Apr,4/4/2015,4/6/2015,2,2015,Second Class,WM-41176,William Miller,Home Office,United States,Greenville,Kentucky,44939,South,OFF-BI-92984330,Office Supplies,Binders,Basic 3 Ring Binder,30
541,NE-2018-337630,Oct,10/3/2018,10/9/2018,6,2018,Standard Class,KT-51620,Karen Taylor,Corporate,United States,Bellevue,Washington,76037,West,TEC-AC-79753227,Technology,Accessories,Noise Cancelling Headphones,59
542,NO-2015-269072,Apr,4/21/2015,4/24/2015,3,2015,Second Class,SL-65069,Susan Lee,Corporate,United States,Greenville,Delaware,86835,East,FUR-BO-21467468,Furniture,Bookcases,Bush Somerset Collection Bookcase,25
543,CA-2015-136388,Feb,2/19/2015,2/21/2015,2,2015,Second Class,JJ-49578,John Jackson,Consumer,United States,Riverside,Hawaii,76007,West,OFF-BI-65951716,Office Supplies,Binders,Basic 3 Ring Binder,48
544,TE-2015-427925,Sep,9/20/2015,9/21/2015,1,2015,First Class,JM-27441,Jessica Miller,Home Office,United States,Springfield,New Jersey,74533,East,TEC-PH-36665577,Technology,Phones,Apple iPhone 8,17
545,UT-2019-891071,Apr,4/1/2019,4/1/2019,0,2019,Same Day,LB-47890,Laura Brown,Consumer,United States,Springfield,Minnesota,76365,Central,FUR-BO-39535058,Furniture,Bookcases,Ikea Billy Bookcase,63
546,MO-2015-403003,Nov,11/10/2015,11/14/2015,4,2015,Standard Class,JG-55594,Jessica Gute,Consumer,United States,Riverside,West Virginia,78123,East,TEC-AC-98791255,Technology,Accessories,Logitech Wireless Mouse,52
547,OR-2017-711166,Oct,10/6/2017,10/11/2017,5,2017,Standard Class,ES-47649,Emily Smith,Consumer,United States,Riverside,Rhode Island,43181,East,TEC-CO-63391143,Technology,Copiers,Brother Laser Copier,40
548,KA-2017-780891,Feb,2/22/2017,2/27/2017,5,2017,Standard Class,KS-58875,Karen Smith,Corporate,United States,Fairview,Vermont,63652,East,FUR-BO-97094995,Furniture,Bookcases,Ikea Billy Bookcase,35
549,NE-2017-395290,Dec,12/26/2017,1/1/2018,6,2017,Standard Class,SL-96986,Sarah Lee,Consumer,United States,Fairview,Minnesota,40651,Central,FUR-CH-34146721,Furniture,Chairs,Global Deluxe Stacking Chair,36
550,GE-2018-839475,Oct,10/8/2018,10/12/2018,4,2018,Standard Class,JT-16314,Jessica Taylor,Corporate,United States,Fairview,Missouri,58292,Central,TEC-CO-55349550,Technology,Copiers,HP OfficeJet Pro,115
551,OR-2019-722691,Nov,11/21/2019,11/21/2019,0,2019,Same Day,DB-73912,David Brown,Consumer,United States,Los Angeles,California,67437,West,FUR-CH-55189830,Furniture,Chairs,Ergonomic Mesh Task Chair,277
552,AR-2016-603317,Mar,3/4/2016,3/7/2016,3,2016,Standard Class,DL-33335,David Lee,Consumer,United States,Fairview,Idaho,34096,West,FUR-BO-38411324,Furniture,Bookcases,Ikea Billy Bookcase,83
553,MI-2019-100893,Nov,11/9/2019,11/13/2019,4,2019,Standard Class,CW-79662,Claire Wilson,Consumer,United States,Fairview,Maryland,19295,East,TEC-CO-36871063,Technology,Copiers,Brother Laser Copier,38
554,OR-2016-131581,Oct,10/5/2016,10/6/2016,1,2016,First Class,JS-38481,John Smith,Consumer,United States,Riverside,Vermont,76004,East,TEC-CO-58864408,Technology,Copiers,Canon imageCLASS Copier,77
555,WY-2019-991778,Apr,4/9/2019,4/14/2019,5,2019,Standard Class,JJ-21161,John Jackson,Consumer,United States,Greenville,South Carolina,35524,South,OFF-ST-73269600,Office Supplies,Storage,Desktop File Organizer,50
556,MI-2017-804054,Apr,4/21/2017,4/26/2017,5,2017,Standard Class,EA-31300,Emily Anderson,Corporate,United States,Riverside,Mississippi,55319,South,OFF-PA-13086931,Office Supplies,Paper,Premium Photo Paper,19
557,MA-2018-943807,Nov,11/28/2018,11/28/2018,0,2018,Same Day,JJ-44209,James Jackson,Corporate,United States,Riverside,Iowa,66235,Central,TEC-CO-52752212,Technology,Copiers,Canon imageCLASS Copier,25
558,NE-2019-912071,Sep,9/7/2019,9/12/2019,5,2019,Standard Class,ST-71361,Sarah Taylor,Consumer,United States,Gresham,Oregon,86556,West,OFF-ST-59849144,Office Supplies,Storage,Desktop File Organizer,32
559,OR-2018-118398,Dec,12/17/2018,12/23/2018,6,2018,Standard Class,WG-41249,William Gute,Corporate,United States,Springfield,Utah,41954,West,OFF-ST-41922684,Office Supplies,Storage,Desktop File Organizer,54
560,AR-2019-812661,Jul,7/22/2019,7/28/2019,6,2019,Standard Class,WL-67449,William Lee,Consumer,United States,Riverside,Connecticut,58937,East,TEC-AC-30188591,Technology,Accessories,USB-C Hub,20
561,NE-2017-506030,Oct,10/28/2017,10/29/2017,1,2017,First Class,JJ-11593,Jessica Johnson,Consumer,United States,Cleveland,Ohio,25584,Central,OFF-ST-62012063,Office Supplies,Storage,Desktop File Organizer,21
562,RH-2015-810601,Jul,7/19/2015,7/23/2015,4,2015,Standard Class,SG-80121,Susan Garcia,Consumer,United States,Riverside,Iowa,76651,Central,OFF-PA-11977014,Office Supplies,Paper,Recycled Printer Paper,47
563,MA-2017-106044,Sep,9/8/2017,9/12/2017,4,2017,Standard Class,EL-59620,Emily Lee,Consumer,United States,Springfield,Montana,63240,West,OFF-BI-14279456,Office Supplies,Binders,Cardinal Heavyweight Binders,34
564,DI-2015-359379,Apr,4/19/2015,4/24/2015,5,2015,Standard Class,SJ-13278,Sean Johnson,Consumer,United States,Greenville,Mississippi,61635,South,OFF-PA-71898454,Office Supplies,Paper,Recycled Printer Paper,77
565,SO-2019-776190,Jan,1/10/2019,1/14/2019,4,2019,Standard Class,RG-62428,Robert Garcia,Corporate,United States,Greenville,Virginia,41731,East,OFF-PA-78134633,Office Supplies,Paper,Premium Photo Paper,14
566,AR-2016-813717,Sep,9/28/2016,9/29/2016,1,2016,First Class,JD-88198,Jessica Davis,Consumer,United States,Springfield,Michigan,71385,Central,OFF-BI-37552550,Office Supplies,Binders,Avery Durable Ring Binders,136
567,NE-2016-657742,Jul,7/12/2016,7/16/2016,4,2016,Standard Class,JM-92810,James Miller,Corporate,United States,Los Angeles,California,10871,West,OFF-PA-30621847,Office Supplies,Paper,Hammermill Copy Paper,13
568,DI-2016-371130,Jun,6/21/2016,6/21/2016,0,2016,Same Day,SJ-57681,Susan Johnson,Consumer,United States,Springfield,Louisiana,94061,South,TEC-AC-82875622,Technology,Accessories,Logitech Wireless Mouse,16
569,RH-2018-379326,Jul,7/1/2018,7/4/2018,3,2018,Standard Class,CB-27513,Claire Brown,Corporate,United States,Peoria,Illinois,34751,Central,OFF-BI-81330520,Office Supplies,Binders,Basic 3 Ring Binder,32
570,OK-2017-970086,Jul,7/13/2017,7/17/2017,4,2017,Standard Class,KM-93170,Karen Moore,Corporate,United States,Riverside,Alaska,40540,West,FUR-BO-23930474,Furniture,Bookcases,Bush Somerset Collection Bookcase,20
571,AR-2019-495290,Sep,9/27/2019,9/28/2019,1,2019,First Class,SM-52697,Susan Martinez,Consumer,United States,Springfield,New Jersey,98953,East,FUR-TA-44912860,Furniture,Tables,Conference Room Table,39
572,VI-2017-502412,Dec,12/19/2017,12/24/2017,5,2017,Standard Class,JA-99048,John Anderson,Consumer,United States,Greenville,Maryland,42713,East,FUR-TA-56097058,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,38
573,OK-2016-597098,May,5/14/2016,5/20/2016,6,2016,Standard Class,JM-92436,John Miller,Corporate,United States,Eugene,Oregon,83402,West,TEC-AC-51061104,Technology,Accessories,Logitech Wireless Mouse,47
574,CO-2015-468551,Mar,3/28/2015,3/29/2015,1,2015,First Class,JB-55149,James Brown,Home Office,United States,Orlando,Florida,43925,South,OFF-PA-15390785,Office Supplies,Paper,Hammermill Copy Paper,20
575,DI-2015-597403,Nov,11/26/2015,12/2/2015,6,2015,Standard Class,LM-53307,Laura Martinez,Home Office,United States,Fairview,Oklahoma,50212,South,FUR-TA-82653111,Furniture,Tables,Conference Room Table,52
576,KA-2016-489101,Apr,4/10/2016,4/14/2016,4,2016,Standard Class,JM-55658,James Moore,Consumer,United States,Riverside,Mississippi,13606,South,TEC-AC-19384554,Technology,Accessories,Logitech Wireless Mouse,44
577,AR-2019-844042,Nov,11/17/2019,11/17/2019,0,2019,Same Day,WG-70880,William Garcia,Corporate,United States,Fairview,Delaware,49596,East,FUR-BO-84791716,Furniture,Bookcases,Bush Somerset Collection Bookcase,77
578,NE-2017-918145,Sep,9/15/2017,9/18/2017,3,2017,Standard Class,MM-69292,Michael Martinez,Consumer,United States,Fairview,Indiana,41985,Central,FUR-CH-61709277,Furniture,Chairs,Global Deluxe Stacking Chair,36
579,WY-2019-938898,Jun,6/19/2019,6/22/2019,3,2019,Standard Class,SW-76379,Sean Wilson,Consumer,United States,Fairview,Connecticut,42945,East,TEC-AC-80859499,Technology,Accessories,USB-C Hub,30
580,PE-2015-607866,Oct,10/11/2015,10/15/2015,4,2015,Standard Class,SM-73846,Susan Martinez,Corporate,United States,Greenville,Rhode Island,57566,East,OFF-PA-43897667,Office Supplies,Paper,Premium Photo Paper,12
581,PE-2015-497933,Oct,10/8/2015,10/13/2015,5,2015,Standard Class,CA-33376,Claire Anderson,Corporate,United States,Riverside,Michigan,33664,Central,TEC-PH-72526298,Technology,Phones,Android Smartphone,48
582,MA-2019-734715,May,5/28/2019,6/3/2019,6,2019,Standard Class,JA-10396,John Anderson,Corporate,United States,Greenville,Connecticut,12086,East,TEC-AC-56246245,Technology,Accessories,USB-C Hub,25
583,AR-2015-854490,Dec,12/28/2015,12/31/2015,3,2015,Second Class,CG-95478,Claire Garcia,Home Office,United States,Austin,Texas,25192,South,TEC-CO-79276729,Technology,Copiers,Brother Laser Copier,24
584,AL-2015-606683,Apr,4/26/2015,4/29/2015,3,2015,Standard Class,CT-16749,Claire Taylor,Consumer,United States,Sacramento,California,44044,West,FUR-BO-36450318,Furniture,Bookcases,Sauder Classic Bookcase,55
585,IL-2017-729982,Dec,12/28/2017,12/31/2017,3,2017,Second Class,KD-52127,Karen Davis,Corporate,United States,Colorado Springs,Colorado,15215,West,TEC-AC-20447169,Technology,Accessories,Logitech Wireless Mouse,18
586,NE-2019-774755,Jan,1/23/2019,1/27/2019,4,2019,Standard Class,ST-34809,Sean Taylor,Consumer,United States,Greenville,Mississippi,45682,South,TEC-PH-40651974,Technology,Phones,Cisco Unified IP Phone,124
587,AL-2018-708753,Dec,12/23/2018,12/26/2018,3,2018,Standard Class,DA-59615,David Anderson,Consumer,United States,Memphis,Tennessee,85985,South,FUR-CH-58591967,Furniture,Chairs,Ergonomic Mesh Task Chair,44
588,MA-2015-771519,Mar,3/23/2015,3/28/2015,5,2015,Standard Class,MA-99787,Michael Anderson,Consumer,United States,Springfield,Arkansas,52194,South,TEC-CO-90789458,Technology,Copiers,Brother Laser Copier,52
589,OK-2019-287780,Feb,2/14/2019,2/16/2019,2,2019,Second Class,JJ-29773,James Jackson,Home Office,United States,Springfield,Delaware,21427,East,OFF-BI-10332506,Office Supplies,Binders,Cardinal Heavyweight Binders,18
590,WI-2019-548536,Aug,8/14/2019,8/18/2019,4,2019,Standard Class,JD-97024,Jessica Davis,Consumer,United States,Springfield,Connecticut,26833,East,TEC-AC-90753162,Technology,Accessories,Noise Cancelling Headphones,84
591,PE-2019-629441,Sep,9/8/2019,9/13/2019,5,2019,Standard Class,LM-24645,Linda Moore,Consumer,United States,Gresham,Oregon,50096,West,OFF-ST-66570875,Office Supplies,Storage,Plastic Stackable Storage,33
592,SO-2019-102230,Aug,8/20/2019,8/21/2019,1,2019,First Class,ET-77462,Emily Thomas,Corporate,United States,Erie,Pennsylvania,34056,East,OFF-PA-11124779,Office Supplies,Paper,Premium Photo Paper,22
593,FL-2016-870365,Aug,8/9/2016,8/11/2016,2,2016,Second Class,ES-22321,Emily Smith,Home Office,United States,Greenville,South Dakota,18064,Central,FUR-CH-22904583,Furniture,Chairs,Global Deluxe Stacking Chair,45
594,WE-2019-649021,Apr,4/8/2019,4/13/2019,5,2019,Standard Class,DG-54196,Daniel Garcia,Home Office,United States,Springfield,Maryland,11475,East,TEC-CO-14484630,Technology,Copiers,Canon imageCLASS Copier,19
595,DE-2016-216222,Jun,6/18/2016,6/19/2016,1,2016,First Class,LG-77907,Laura Gute,Corporate,United States,Greenville,Rhode Island,70445,East,OFF-ST-42652179,Office Supplies,Storage,Fellowes Bankers Box,12
596,OH-2019-834720,May,5/13/2019,5/17/2019,4,2019,Standard Class,MJ-95983,Michael Jackson,Consumer,United States,Riverside,Idaho,93459,West,FUR-BO-92731178,Furniture,Bookcases,Bush Somerset Collection Bookcase,20
597,AL-2017-745350,Apr,4/7/2017,4/13/2017,6,2017,Standard Class,RB-30986,Robert Brown,Corporate,United States,Fairview,Virginia,75027,East,FUR-BO-87021990,Furniture,Bookcases,Bush Somerset Collection Bookcase,49
598,NO-2018-782468,Aug,8/25/2018,8/28/2018,3,2018,Standard Class,WM-26877,William Martin,Home Office,United States,Riverside,Nebraska,58838,Central,TEC-PH-81431449,Technology,Phones,Android Smartphone,53
599,MA-2018-452837,Apr,4/26/2018,4/29/2018,3,2018,Standard Class,KG-71125,Karen Garcia,Home Office,United States,Cincinnati,Ohio,52294,Central,FUR-CH-89297644,Furniture,Chairs,Global Deluxe Stacking Chair,75
600,NE-2018-868781,Jul,7/6/2018,7/11/2018,5,2018,Standard Class,LM-78219,Laura Martinez,Home Office,United States,Springfield,Indiana,16755,Central,OFF-ST-46176644,Office Supplies,Storage,Plastic Stackable Storage,19
601,MI-2018-472624,May,5/1/2018,5/3/2018,2,2018,Second Class,JD-24197,Jessica Davis,Consumer,United States,Riverside,Alabama,61291,South,TEC-PH-40729794,Technology,Phones,Apple iPhone 8,75
602,NO-2018-613457,Jan,1/11/2018,1/16/2018,5,2018,Standard Class,SD-14145,Susan Davis,Consumer,United States,Riverside,Alaska,61496,West,FUR-TA-35940362,Furniture,Tables,Conference Room Table,37
603,DI-2018-100578,Jun,6/24/2018,6/25/2018,1,2018,First Class,EG-52536,Emily Garcia,Corporate,United States,Boston,Massachusetts,43013,East,OFF-ST-64094251,Office Supplies,Storage,Fellowes Bankers Box,19
604,WI-2015-680385,Feb,2/24/2015,2/25/2015,1,2015,First Class,LM-75670,Laura Martin,Consumer,United States,Fairview,Wisconsin,98553,Central,FUR-TA-32104986,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,50
605,NO-2019-746357,Mar,3/5/2019,3/7/2019,2,2019,Second Class,SD-75691,Sean Davis,Consumer,United States,Riverside,Rhode Island,67147,East,TEC-CO-56339159,Technology,Copiers,Brother Laser Copier,51
606,OR-2017-610397,Sep,9/24/2017,9/27/2017,3,2017,Second Class,JG-49261,Jessica Garcia,Consumer,United States,Greensboro,North Carolina,42601,South,TEC-AC-39715939,Technology,Accessories,Noise Cancelling Headphones,36
607,SO-2016-546902,Aug,8/4/2016,8/7/2016,3,2016,Second Class,JW-26090,John Wilson,Corporate,United States,Greenville,Nevada,70741,West,FUR-TA-35433766,Furniture,Tables,Conference Room Table,41
608,NE-2017-828942,Feb,2/11/2017,2/11/2017,0,2017,Same Day,RJ-71286,Robert Johnson,Home Office,United States,Greenville,Idaho,77429,West,OFF-PA-80115821,Office Supplies,Paper,Premium Photo Paper,31
609,WI-2019-713234,Jun,6/28/2019,7/1/2019,3,2019,Standard Class,LM-44881,Laura Martinez,Corporate,United States,Riverside,Maryland,12778,East,OFF-PA-36544629,Office Supplies,Paper,Recycled Printer Paper,30
610,CO-2019-350266,Apr,4/6/2019,4/10/2019,4,2019,Standard Class,LA-48522,Linda Anderson,Home Office,United States,Riverside,Connecticut,21655,East,TEC-CO-61518325,Technology,Copiers,Brother Laser Copier,41
611,WE-2019-963165,Dec,12/5/2019,12/11/2019,6,2019,Standard Class,CG-29933,Claire Gute,Corporate,United States,Riverside,Mississippi,73125,South,OFF-BI-10871517,Office Supplies,Binders,Cardinal Heavyweight Binders,15
612,MI-2017-736539,Jan,1/13/2017,1/18/2017,5,2017,Standard Class,ST-55054,Susan Thomas,Corporate,United States,Riverside,Virginia,37759,East,OFF-ST-65895699,Office Supplies,Storage,Fellowes Bankers Box,35
613,ID-2018-989144,May,5/19/2018,5/22/2018,3,2018,Standard Class,LM-91279,Linda Martinez,Consumer,United States,Springfield,Vermont,70394,East,TEC-CO-30762999,Technology,Copiers,Brother Laser Copier,33
614,HA-2016-974134,Nov,11/28/2016,11/30/2016,2,2016,Second Class,RB-74308,Robert Brown,Corporate,United States,Riverside,Wyoming,53013,West,FUR-CH-99936346,Furniture,Chairs,Global Deluxe Stacking Chair,22
615,VE-2018-927017,Apr,4/28/2018,5/4/2018,6,2018,Standard Class,KL-52589,Karen Lee,Consumer,United States,Riverside,Vermont,80119,East,OFF-PA-12418397,Office Supplies,Paper,Premium Photo Paper,29
616,MI-2018-779833,Aug,8/3/2018,8/4/2018,1,2018,First Class,DD-73362,Daniel Davis,Consumer,United States,Naperville,Illinois,14290,Central,FUR-BO-52785460,Furniture,Bookcases,Ikea Billy Bookcase,62
617,AL-2016-648485,Dec,12/5/2016,12/11/2016,6,2016,Standard Class,LD-36570,Linda Davis,Consumer,United States,Toledo,Ohio,52005,Central,OFF-ST-31933156,Office Supplies,Storage,Plastic Stackable Storage,37
618,KE-2016-254953,Aug,8/24/2016,8/28/2016,4,2016,Standard Class,JM-26103,John Moore,Home Office,United States,Riverside,Michigan,91981,Central,OFF-BI-97087245,Office Supplies,Binders,Avery Durable Ring Binders,24
619,NE-2015-589015,Mar,3/9/2015,3/13/2015,4,2015,Standard Class,LD-85744,Linda Davis,Corporate,United States,Fairview,New Hampshire,65978,East,OFF-PA-47386825,Office Supplies,Paper,Recycled Printer Paper,24
620,AR-2015-788838,Jun,6/27/2015,7/3/2015,6,2015,Standard Class,DT-91806,David Taylor,Home Office,United States,Springfield,Wyoming,89653,West,OFF-BI-22256887,Office Supplies,Binders,Avery Durable Ring Binders,49
621,WE-2017-568770,Mar,3/20/2017,3/23/2017,3,2017,Standard Class,WW-18910,William Wilson,Home Office,United States,Springfield,Montana,58700,West,FUR-BO-85059995,Furniture,Bookcases,Sauder Classic Bookcase,9
622,WI-2017-881414,Jun,6/4/2017,6/7/2017,3,2017,Standard Class,MG-71405,Michael Gute,Home Office,United States,Fairview,Montana,13220,West,FUR-BO-83878001,Furniture,Bookcases,Sauder Classic Bookcase,64
623,LO-2015-198690,Sep,9/25/2015,10/1/2015,6,2015,Standard Class,JT-25860,Jessica Thomas,Consumer,United States,Fairview,Wisconsin,94202,Central,FUR-TA-72537365,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,13
624,MI-2017-442845,Jul,7/6/2017,7/9/2017,3,2017,Standard Class,EA-84388,Emily Anderson,Home Office,United States,Springfield,Kentucky,36304,South,TEC-CO-77393061,Technology,Copiers,Brother Laser Copier,23
625,OK-2018-555367,Feb,2/12/2018,2/18/2018,6,2018,Standard Class,JM-46227,James Miller,Home Office,United States,Springfield,Mississippi,21247,South,TEC-PH-33824369,Technology,Phones,Cisco Unified IP Phone,39
626,SO-2016-489092,Jul,7/17/2016,7/21/2016,4,2016,Standard Class,CM-21067,Claire Moore,Home Office,United States,Boston,Massachusetts,61464,East,OFF-ST-67784814,Office Supplies,Storage,Plastic Stackable Storage,122
627,MI-2016-197727,Mar,3/16/2016,3/22/2016,6,2016,Standard Class,LS-11383,Laura Smith,Consumer,United States,Chandler,Arizona,72127,West,OFF-BI-13421788,Office Supplies,Binders,Basic 3 Ring Binder,91
628,GE-2016-238175,Apr,4/21/2016,4/24/2016,3,2016,Standard Class,JG-48247,James Garcia,Consumer,United States,Greenville,Minnesota,74403,Central,TEC-CO-27720112,Technology,Copiers,Canon imageCLASS Copier,81
629,DI-2017-853854,Oct,10/20/2017,10/26/2017,6,2017,Standard Class,DL-72170,Daniel Lee,Home Office,United States,Eugene,Oregon,91021,West,TEC-CO-93905149,Technology,Copiers,HP OfficeJet Pro,66
